State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude,Environment Category
Mississippi,Yalobusha,12678,5166,22.733333333333306,46514.66666666666,1,1,1,1,2668.685492806248,4140.154791322538,1906.0935749276,1330.7696618142515,2102.001059791781,997.582484102211,11392.70394237758,3022,2098,7667,4805,20,1,32,153,151,402,882,5.1,255.0,13642.0,39,23,407.0,,358.0,33.0,34.028211563,-89.7076318397,Food Deserts
Mississippi,Yazoo,28065,8860,34.08333333333333,34151.666666666664,4,5,2,3,9488.930809448771,13799.299877295342,5197.635660634052,5786.2754433728805,8526.440024213907,3807.8330355672088,25142.168591526017,7077,3329,11212,16013,125,4,82,629,1301,1124,2739,2.8,511.0,11295.0,39,30,412.0,,775.0,43.0,32.7803142142,-90.3964479749,Food Deserts
Missouri,Carter,6265,2559,22.499999999999947,45407.0,1,1,0,2,3116.3805744957613,3116.3805744957613,0.0,1735.387433209495,1735.387433209495,0.0,5856.73549071027,1515,1040,6053,7,9,1,70,125,104,266,540,4.3,106.0,10797.0,31,20,159.0,10.0,189.0,36.0,36.941272036,-90.9623104086,Food Deserts
Missouri,Holt,4912,2133,12.666666666666634,51993.0,1,1,0,0,4888.102797212159,4888.102797212159,902.5300822735243,1824.7938397705045,1824.7938397705045,326.31045788944783,4911.99997479105,971,1043,4801,8,15,1,48,39,39,138,199,4.2,64.0,7291.0,33,16,76.0,7.0,101.0,20.0,40.0944306459,-95.215512199,Food Deserts
Missouri,Nodaway,23370,8545,24.81999999999996,54234.6,2,2,2,2,12450.686077393091,15974.3013404895,8075.743761692711,7282.315767363685,9096.162585012184,5602.68054298115,22250.63930776538,4263,3077,22083,566,378,3,45,295,302,612,947,4.6,208.0,5795.0,30,20,314.0,37.0,549.0,17.0,40.3607737937,-94.8834337255,Food Deserts
Missouri,Ozark,9723,4194,20.700000000000006,38665.5,2,2,0,2,5364.68024808589,5364.68024808589,0.0,2696.7498020452003,2696.7498020452003,0.0,9525.86236662336,1949,2279,9468,11,13,0,70,161,128,266,993,4.5,166.0,11025.0,33,20,163.0,27.0,294.0,41.0,36.6493218817,-92.4446635679,Food Deserts
Missouri,Pemiscot,18296,7350,28.549999999999947,40383.66666666666,2,3,2,2,1519.7600102903516,4875.116575161842,1519.7247190144103,901.1233626577458,2886.0961232936315,901.1068687165542,12054.45066728332,5034,2693,12882,4899,41,7,50,417,341,833,2088,5.5,417.0,16011.0,34,27,280.0,162.0,649.0,41.0,36.2114502716,-89.7853789263,Food Deserts
Missouri,Reynolds,6696,2778,23.55,42339.5,1,1,0,0,3001.192309833252,3001.192309833252,0.0,1373.918073284869,1373.918073284869,0.0,6116.655250776539,1532,1343,6477,45,12,1,41,120,64,199,505,5.3,131.0,11584.0,33,20,131.0,19.0,192.0,34.0,37.3623265574,-90.9690828337,Food Deserts
Missouri,Schuyler,4431,1796,24.65,45178.5,2,2,0,0,3644.47650764882,3644.47650764882,0.0,1649.051336533626,1649.051336533626,0.0,4431.000022024569,1140,870,4369,1,10,0,7,44,29,87,306,4.0,55.0,6671.0,30,19,112.0,4.0,111.0,32.0,40.4702708097,-92.5209408738,Food Deserts
Missouri,Wayne,13521,5717,21.82499999999997,41103.0,3,3,0,1,4681.67402712679,4681.67402712679,19.908026743651103,2280.818373118613,2280.818373118613,12.3971738670661,12766.483889395658,2806,2895,13138,38,32,2,56,255,140,367,1206,5.4,302.0,11496.0,36,22,343.0,24.0,338.0,38.0,37.1126355072,-90.4614294536,Food Deserts
Montana,Big Horn,12865,4004,31.219999999999924,46813.2,4,4,1,1,5479.281193499342,5479.281193499342,965.9292318396901,3083.767824085036,3083.767824085036,518.1224230653447,10565.08759547407,4268,1290,4035,31,59,3,8275,462,510,160,749,4.5,238.0,15117.0,39,22,193.0,28.0,372.0,40.0,45.423382391,-107.489852538,Food Deserts
Montana,Blaine,6491,2357,29.799999999999947,38925.5,1,1,1,1,2207.7671730778397,2207.7671730778397,1877.7397519459487,1276.0681846143475,1276.0681846143475,1118.6743515449357,4519.377573276193,1949,877,3130,7,6,1,3208,139,115,252,370,5.3,93.0,11508.0,36,20,100.0,10.0,120.0,40.0,48.4326760914,-108.958601602,Food Deserts
Montana,Carter,1160,532,10.9,61429.0,0,0,0,0,1159.99999773819,1159.99999773819,1159.7509029339599,436.242294964488,436.242294964488,436.129483145532,1159.99999773819,203,269,1135,1,1,0,11,12,8,15,3,4.4,,,25,11,13.0,0.0,23.0,23.0,45.5167568769,-104.536158529,Food Deserts
Montana,Chouteau,5813,2294,18.49999999999995,54260.0,1,1,1,1,4150.573464387909,4150.573464387909,2747.9792303102026,2023.1472323846758,2023.1472323846758,1373.0261825676528,4851.8291321656,1551,1008,4409,3,21,6,1267,107,94,132,327,4.3,76.0,10190.0,26,17,74.0,6.0,75.0,23.0,47.8805838786,-110.435223803,Food Deserts
Montana,Daniels,1751,798,6.7,63603.0,0,0,0,0,469.281522966223,469.281522966223,113.583503614035,105.48451940049101,105.48451940049101,25.531159380016103,829.37314964638,368,435,1676,3,4,0,37,31,27,14,34,5.2,,,26,10,27.0,2.0,25.0,10.0,48.7837971902,-105.548617097,Food Deserts
Montana,Glacier,13399,4361,35.65000000000001,34056.75,3,3,1,1,3632.559826656791,5199.487034925572,1559.967139327932,1866.105975081154,3066.6163977905544,1107.9292739774194,9800.987673919548,4236,1414,4165,17,26,1,8795,395,241,445,1019,5.5,227.0,14103.0,34,23,183.0,34.0,527.0,38.0,48.7050337785,-112.994708925,Food Deserts
Montana,Golden Valley,884,363,21.1,49844.0,1,1,1,1,884.0000030988949,884.0000030988949,833.0699250101469,373.723578068918,373.723578068918,352.192162935973,884.0000030988949,192,189,831,0,6,0,9,38,31,7,37,3.9,,,24,16,,3.0,17.0,31.0,46.3813014184,-109.175062005,Food Deserts
Montana,Meagher,1891,806,14.1,44965.0,1,1,1,1,1890.99999621275,1890.99999621275,1887.73327492917,877.688789318967,877.688789318967,876.213831694444,1890.99999621275,365,428,1852,2,6,0,5,26,28,34,70,3.1,,,24,14,26.0,2.0,34.0,32.0,46.5982240782,-110.885661385,Food Deserts
Montana,Petroleum,494,225,10.9,49107.0,0,0,0,0,494.000002268789,494.000002268789,494.000002268789,195.160494415151,195.160494415151,195.160494415151,494.000002268789,113,103,488,0,0,0,0,6,5,2,18,3.4,,,25,13,,,15.0,23.0,47.1175406772,-108.250216941,Food Deserts
Montana,Pondera,6153,2285,21.15,52429.0,1,1,1,1,2790.267571184336,2790.267571184336,862.3172460506131,1328.773995903959,1328.773995903959,429.6619000393703,4541.21129298479,1536,1161,5086,7,13,0,890,157,87,111,249,5.4,76.0,7732.0,29,15,81.0,7.0,130.0,29.0,48.2279328059,-112.226687932,Food Deserts
Montana,Prairie,1179,551,19.199999999999896,46000.0,1,1,1,1,1179.0000021903,1179.0000021903,1153.37996175842,440.484898397186,440.484898397186,430.913022986436,1179.0000021903,209,307,1136,0,6,0,2,35,16,12,8,4.4,,,26,13,24.0,1.0,22.0,19.0,46.8605284936,-105.378007019,Food Deserts
Montana,Roosevelt,10425,3553,21.8,54680.33333333334,1,1,1,1,6021.320025156208,6021.320025156208,5641.378594267861,3184.16656745937,3184.16656745937,3082.387063088229,8466.83988230895,3311,1126,3736,13,45,2,6297,332,132,190,481,4.7,269.0,23439.0,37,21,167.0,57.0,246.0,33.0,48.2945125463,-105.016391302,Food Deserts
Montana,Sanders,11413,5121,24.266666666666637,35410.333333333336,2,2,1,1,4809.269780375021,4809.269780375021,2237.673075072388,2488.552747531397,2488.552747531397,1033.284985910134,9504.5671524626,2354,2456,10453,17,34,1,505,403,233,185,811,5.1,202.0,10151.0,27,17,224.0,20.0,390.0,28.0,47.6747883901,-115.133309958,Food Deserts
Montana,Treasure,718,335,18.1,46719.0,1,1,1,1,717.999999953103,717.999999953103,678.710922444719,300.031540396691,300.031540396691,283.613765642017,717.999999953103,134,171,674,0,3,0,6,35,25,25,21,4.0,,,26,15,16.0,,18.0,20.0,46.2114698469,-107.271623165,Food Deserts
Montana,Wheatland,2168,887,14.1,40956.0,1,1,1,1,2167.99998971129,2167.99998971129,2167.99998971129,990.43347006305,990.43347006305,990.43347006305,2167.99998971129,513,448,2078,7,12,0,10,61,32,99,33,3.4,,,25,14,23.0,2.0,43.0,33.0,46.4662809401,-109.844522327,Food Deserts
Nebraska,Arthur,460,187,7.1,49375.0,1,1,1,1,460.00000440954,460.00000440954,456.234823584172,202.94117930202202,202.94117930202202,201.280070115173,460.00000440954,125,94,439,0,1,0,2,18,19,0,8,4.1,,,30,12,,0.0,10.0,18.0,41.5689031802,-101.695910708,Food Deserts
Nebraska,Banner,690,293,15.0,62188.0,0,0,0,0,679.925867230687,679.925867230687,146.630407749854,307.564941353772,307.564941353772,66.32836733343471,690.000006512125,154,136,660,0,0,0,3,27,26,23,31,3.6,,,34,12,,,15.0,21.0,41.5459746701,-103.710476768,Food Deserts
Nebraska,Blaine,478,196,16.3,54821.0,0,0,0,0,477.99999835965895,477.99999835965895,477.99999835965895,165.771043827905,165.771043827905,165.771043827905,477.99999835965895,117,95,474,1,0,0,0,3,0,11,3,3.1,,,29,13,,,12.0,27.0,41.9127594294,-99.9768991117,Food Deserts
Nebraska,Boyd,2099,942,12.1,53971.0,0,0,0,0,2099.0000029293697,2099.0000029293697,1294.7975623091,865.272503359643,865.272503359643,518.294111319511,2099.0000029293697,451,557,2035,1,17,2,12,32,33,51,39,4.2,,,34,13,50.0,,29.0,20.0,42.8996847625,-98.7664619491,Food Deserts
Nebraska,Frontier,2756,1168,13.1,58672.0,0,0,0,0,2674.08557918831,2674.08557918831,1750.82050120608,870.985133952738,870.985133952738,539.50813188162,2756.00000479407,594,523,2711,0,4,0,8,33,35,46,54,4.4,,,36,12,51.0,,39.0,19.0,40.5300832055,-100.394202624,Food Deserts
Nebraska,Garden,2057,961,11.6999999999999,58333.0,0,0,0,0,2054.14209993661,2054.14209993661,1860.29047309983,684.624102295772,684.624102295772,640.495276557262,2056.99999203868,382,560,1987,4,0,0,12,54,80,16,66,3.9,,,33,12,41.0,,29.0,27.0,41.6194314385,-102.335438285,Food Deserts
Nebraska,Grant,614,277,13.4,46979.0,1,1,1,1,613.99999782237,613.99999782237,610.2192390752381,289.345047687809,289.345047687809,287.563380225291,613.99999782237,115,119,604,0,1,0,1,8,7,7,9,4.1,,,28,13,,,10.0,7.0,41.9149937091,-101.740518753,Food Deserts
Nebraska,Hayes,967,414,7.0,57717.0,0,0,0,0,967.000003602739,967.000003602739,825.197488001832,315.013974944344,315.013974944344,268.819793130337,967.000003602739,223,191,939,0,3,1,2,22,33,14,22,5.2,,,33,12,22.0,,15.0,24.0,40.5247823592,-101.06184392,Food Deserts
Nebraska,Hitchcock,2908,1301,14.6,54904.0,0,0,0,0,2762.52968534425,2762.52968534425,599.811591444421,1289.9521620114501,1289.9521620114501,274.785890570789,2908.00000472764,621,665,2839,7,3,0,12,47,42,37,161,4.4,49.0,8191.0,36,14,71.0,2.0,43.0,20.0,40.1763469163,-101.042272426,Food Deserts
Nebraska,Hooker,736,326,16.3999999999999,45139.0,0,0,0,0,117.139005500574,117.139005500574,15.083521357797698,42.4185187120334,42.4185187120334,5.46206303105955,242.450612986427,157,193,728,0,0,0,4,4,8,0,20,3.1,,,27,14,20.0,0.0,17.0,12.0,41.9159125951,-101.135334608,Food Deserts
Nebraska,Keya Paha,824,381,15.3,46071.0,1,1,1,1,823.045036571443,823.045036571443,295.872466650033,343.028242020991,343.028242020991,123.313558532171,824.000002646463,179,211,817,0,1,0,1,5,4,7,9,3.2,,,30,13,15.0,0.0,14.0,21.0,42.8788290644,-99.7123497118,Food Deserts
Nebraska,Knox,8701,3647,13.699999999999964,57148.66666666666,0,0,0,0,675.5719148060521,675.5719148060521,0.0,292.191735275465,292.191735275465,0.0,5603.520664428122,2096,1979,7753,8,17,0,786,137,155,214,266,5.3,114.0,7762.0,32,13,139.0,3.0,151.0,20.0,42.6367815449,-97.8918968398,Food Deserts
Nebraska,Logan,763,325,12.0,56250.0,0,0,0,0,107.066079860049,107.066079860049,9.14011892469625,26.7291887323653,26.7291887323653,2.28184277933093,450.36733350259004,192,139,751,1,1,0,7,3,13,5,16,5.5,,,31,11,16.0,,14.0,13.0,41.5664861496,-100.482861357,Food Deserts
Nebraska,Loup,632,275,20.199999999999896,55500.0,1,1,0,0,506.378343118221,506.378343118221,131.111613426216,187.513983779186,187.513983779186,48.551170022738106,632.0000016056599,141,137,625,1,0,0,1,5,13,2,18,4.3,,,31,11,,,13.0,24.0,41.91384687,-99.4544205673,Food Deserts
Nebraska,Webster,3812,1604,12.749999999999995,52933.5,0,0,0,0,1997.9516423018188,1997.9516423018188,0.0,552.9804163532432,552.9804163532432,0.0,3002.21623155416,861,902,3659,18,11,10,8,106,133,56,136,4.1,48.0,8611.0,33,14,72.0,3.0,62.0,15.0,40.1764332141,-98.4999473753,Food Deserts
Nebraska,Wheeler,818,350,13.1,54000.0,0,0,0,0,817.999997876468,817.999997876468,468.79940942140405,296.139150158623,296.139150158623,169.718653749439,817.999997876468,201,155,804,0,4,0,1,9,6,15,16,3.9,,,28,12,,0.0,14.0,18.0,41.9147703039,-98.5281860324,Food Deserts
Nevada,Esmeralda,783,389,23.0,42045.0,1,1,1,1,760.9999994411929,760.9999994411929,760.9999994411929,403.952966764208,403.952966764208,403.952966764208,783.000000020544,132,202,661,0,3,0,33,86,120,42,42,4.9,,,26,22,,2.0,24.0,21.0,37.7846965493,-117.632366036,Food Deserts
Nevada,Eureka,1987,836,16.3,103906.0,0,0,0,0,1987.0000067132398,1987.0000067132398,1986.4951608787803,546.17585412839,546.17585412839,546.124476013125,1987.0000067132398,481,257,1775,2,18,0,47,145,238,0,17,5.4,,,27,13,22.0,7.0,60.0,12.0,39.9838920238,-116.268559598,Food Deserts
Nevada,Lincoln,5345,1988,15.99999999999995,53429.5,1,1,1,1,4173.93934638983,4173.93934638983,4028.9762414319503,1730.3478868860861,1730.3478868860861,1697.694081514775,4927.34831976625,1437,968,4871,121,40,15,61,237,332,75,142,4.1,77.0,6808.0,26,14,159.0,2.0,122.0,18.0,37.6433385983,-114.877539979,Food Deserts
New Mexico,Catron,3725,1787,24.8,46101.0,1,1,1,1,3725.00002130823,3725.00002130823,3583.47914993655,1693.91384190067,1693.91384190067,1618.9088165601502,3725.00002130823,590,1041,3344,16,7,0,99,259,709,0,133,2.3,65.0,13688.0,20,14,66.0,3.0,101.0,45.0,33.9153518869,-108.404762399,Food Deserts
New Mexico,Cibola,27213,8860,30.08571428571424,39849.0,4,4,2,3,13775.043775749742,19613.978670663688,8949.725596419721,7541.97661540827,10940.285237421287,4451.750782466355,24305.063386074493,6834,3486,11386,275,149,26,11156,4221,9934,585,1813,5.0,417.0,10410.0,31,25,464.0,166.0,724.0,38.0,34.9125779857,-107.999724325,Food Deserts
New Mexico,Colfax,13750,6011,18.466666666666672,46007.33333333334,1,1,1,2,3944.7231171757417,3944.7231171757417,3420.6279483555304,1985.864689566482,1985.864689566482,1765.3019357685362,12597.11588812403,2839,2758,11522,64,49,7,202,1906,6488,454,763,5.5,220.0,11523.0,22,20,290.0,26.0,366.0,30.0,36.6061367396,-104.646842539,Food Deserts
New Mexico,De Baca,2022,912,21.6,56818.0,0,0,0,0,346.100656242306,346.100656242306,92.8778459404574,137.322860387368,137.322860387368,36.851277801975705,1710.96525679133,451,463,1766,3,1,0,13,239,779,64,80,2.7,46.0,13887.0,23,21,44.0,8.0,43.0,33.0,34.3424135138,-104.411957888,Food Deserts
New Mexico,Harding,695,349,17.6,45795.0,0,0,0,0,660.784583562518,660.784583562518,632.4689462124929,283.48162995175,283.48162995175,271.334005332832,694.999998872334,92,203,604,2,0,0,8,81,299,8,23,4.8,,,23,18,46.0,,24.0,21.0,35.8579354045,-103.820048707,Food Deserts
New Mexico,Luna,25095,9593,31.083333333333282,34870.666666666664,4,5,4,3,9434.635988309305,14086.962206269542,8660.823185281133,6390.5161917665855,9681.51722683245,5986.9122374211365,20885.001163340123,6645,4907,19511,288,119,19,317,4841,15423,680,2412,4.6,395.0,8216.0,24,26,442.0,182.0,1900.0,41.0,32.1822155495,-107.749771928,Food Deserts
New Mexico,McKinley,71492,21968,37.176470588235276,37227.76470588235,12,13,10,12,42113.418069164676,47363.40750240201,24065.55282449237,28503.07154367561,31044.268126788764,15565.276282545225,64203.55649903785,22373,6813,10834,360,568,23,53988,5719,9473,2180,4138,2.2,1078.0,14072.0,35,24,1227.0,537.0,2331.0,39.0,35.5806641869,-108.26182312,Food Deserts
New Mexico,Otero,63797,24464,21.63124999999999,46936.8125,2,3,2,3,20364.050007796486,32540.17236372537,17886.62286293783,6752.71184923963,11226.071308478779,6019.141343225497,57520.65294488533,15961,9552,46352,2251,749,153,4271,10021,22026,1530,4128,5.0,875.0,8243.0,25,19,949.0,175.0,1536.0,34.0,32.6131446771,-105.741442552,Food Deserts
New Mexico,San Juan,130044,44404,20.79393939393938,58333.42424242424,10,13,8,5,54195.85996378807,75801.34494617618,44885.941255031736,26465.398775158563,33418.48717968398,21221.869214777005,110103.50895047485,37651,14083,67048,756,484,74,47640,14042,24776,2401,5495,5.5,1460.0,9458.0,32,20,1805.0,720.0,3893.0,24.0,36.5085107806,-108.320603167,Food Deserts
New Mexico,Sierra,11988,5917,16.724999999999973,42761.25,1,1,1,1,3502.19193234711,5441.916704373621,1699.1843603453199,1666.418776443362,2649.741396806224,855.8980800022414,10683.57108001518,1928,3674,10265,49,49,3,199,1423,3352,361,811,4.9,338.0,13561.0,21,19,190.0,38.0,366.0,44.0,33.1304910055,-107.192378947,Food Deserts
New Mexico,Taos,32937,14806,23.783333333333303,45297.0,5,5,1,2,11652.591489387069,12726.934766269147,4640.5168190797385,6340.846356129666,6845.384052565426,2366.970483026872,28544.07817264072,6782,5627,22639,143,219,10,2031,7895,18381,775,2189,5.3,446.0,9582.0,17,22,456.0,143.0,1365.0,32.0,36.578159387,-105.631025824,Food Deserts
North Carolina,Bertie,21282,8359,24.524999999999924,40087.5,1,1,1,3,7092.7018075687265,8511.132913310705,5919.75742026405,4492.121134255346,5361.418921048666,3953.86664172396,20307.471086830672,4436,3656,7488,13296,103,6,96,293,267,739,2225,5.4,306.0,9098.0,36,24,554.0,32.0,627.0,36.0,36.0656302022,-76.9667121404,Food Deserts
North Carolina,Cumberland,319431,122431,18.627941176470554,48369.073529411755,19,28,19,15,95697.79821497477,199028.23559953828,95667.33681438756,40493.706889827066,82793.0613574456,40482.50306393309,251233.85418443012,85541,30200,164064,117117,7090,1225,5140,24795,30190,7717,20231,5.4,4114.0,9277.0,32,21,4147.0,1770.0,9319.0,28.0,35.048611942,-78.8275607671,Food Deserts
North Carolina,Edgecombe,56552,21680,24.528571428571396,43566.71428571428,5,5,5,5,9261.90418357912,19807.86453657407,9261.90418357912,5216.421836876836,11690.971899765571,5216.421836876836,46067.98146287081,13879,8104,21923,32435,113,15,169,1897,2104,2459,5836,4.6,956.0,10976.0,41,26,1205.0,302.0,2219.0,43.0,35.912880671,-77.5970588882,Food Deserts
North Carolina,Halifax,54691,21970,25.999999999999968,42119.333333333336,4,5,3,9,9531.66201123405,19087.633909338485,4864.975467322956,5302.215104461613,9031.021094289628,2586.664364869354,45427.8139863229,12618,8836,21890,29109,362,19,2071,1240,1152,2696,7061,4.7,986.0,10954.0,39,25,1352.0,254.0,1853.0,39.0,36.2574485453,-77.6517329831,Food Deserts
North Carolina,Hertford,24669,9334,25.47999999999996,40860.2,2,2,1,4,4438.7726889724,6749.563965109979,3737.4755811420205,2257.3502594739944,3336.4372071476837,1941.1034902705103,22131.36583344368,5197,3898,8786,14933,131,5,274,540,644,1020,2849,5.2,384.0,10099.0,37,24,595.0,77.0,654.0,38.0,36.3586360305,-76.9807147831,Food Deserts
North Carolina,Hyde,5810,2119,10.55,24150.5,1,1,1,1,5226.82335286089,5226.82335286089,3515.9090495323603,2056.0159576935102,2056.0159576935102,1255.57534301493,5809.99997737741,1076,875,3718,1836,16,1,28,211,411,257,464,4.2,68.0,5328.0,30,18,248.0,,199.0,31.0,35.4081187361,-76.1449651093,Food Deserts
North Carolina,Scotland,36157,13614,31.142857142857114,38479.42857142857,4,4,3,4,7425.532941244433,13063.957929737351,6615.415343788911,3360.5021780062602,6936.2652337455775,2913.334494264631,30924.87423179101,9073,4914,16822,13943,276,8,3934,1174,754,1407,3492,4.9,646.0,11137.0,36,26,747.0,224.0,1271.0,44.0,34.8408848102,-79.4804292418,Food Deserts
North Carolina,Vance,45422,17395,28.56999999999996,43374.4,1,4,1,3,3042.2025064162426,10445.273672891935,2293.1892368666,1624.5010431132898,6532.449122003143,1306.6031835324316,37527.72914508775,11541,6421,20058,22645,202,7,147,2363,3051,2020,3951,5.5,780.0,11023.0,38,23,705.0,272.0,1557.0,37.0,36.3649169333,-78.4079288849,Food Deserts
North Carolina,Washington,13228,5526,21.233333333333302,41308.0,1,1,0,1,2198.3382299031987,2198.3382299031987,0.0,977.4896376218719,977.4896376218719,0.0,12396.25230962331,3043,2414,6084,6587,38,1,24,494,466,638,1461,5.0,189.0,7017.0,33,23,409.0,42.0,440.0,41.0,35.8392646425,-76.5693098876,Food Deserts
North Dakota,Kidder,2435,1059,8.69999999999999,63906.0,0,0,0,0,2424.28815963153,2424.28815963153,2097.6388010866103,668.325056253557,668.325056253557,557.954603252512,2435.00000935351,523,511,2344,6,22,0,6,57,71,37,51,5.5,,,30,12,31.0,3.0,49.0,19.0,46.9801017563,-99.7800913745,Food Deserts
North Dakota,Sioux,4153,1158,36.8499999999999,38178.5,1,1,1,1,1701.1991176278368,1701.1991176278368,606.508103163717,1090.0332281828537,1090.0332281828537,368.00149505962503,3663.70220428696,1516,294,525,7,4,2,3492,123,82,113,372,4.9,113.0,28113.0,34,30,47.0,0.0,56.0,45.0,46.1126539091,-101.040305284,Food Deserts
Ohio,Athens,64757,23578,36.31333333333332,49097.53333333333,4,5,4,6,9685.059455952614,21468.02560322329,8448.90240329636,6600.11872923214,15957.095560831918,6158.667322801892,56351.39456432829,10249,6538,59448,1774,1747,16,162,1610,1002,2018,4542,5.3,673.0,7853.0,28,21,733.0,60.0,1697.0,29.0,39.3338632113,-82.045128893,Food Deserts
Oklahoma,Atoka,14182,5391,20.59999999999995,43767.0,2,2,0,0,5732.819395010072,5732.819395010072,178.49822584950297,2541.369104754511,2541.369104754511,61.0034333748808,12333.33348007806,3348,2286,10460,529,55,7,1964,1167,409,321,1099,5.3,238.0,10046.0,34,22,296.0,14.0,308.0,31.0,34.3736483159,-96.0378479139,Food Deserts
Oklahoma,Blaine,11943,3959,14.539999999999962,54185.8,1,1,1,0,7159.161730992326,8310.815510248014,2408.81352033378,2180.318508893386,2619.814858955058,336.50427249153097,9979.46731130233,2552,1724,9518,313,26,3,950,1133,2873,201,615,5.5,179.0,11407.0,38,19,214.0,21.0,169.0,25.0,35.8752484216,-98.4334742816,Food Deserts
Oklahoma,Choctaw,15205,6270,28.1,44931.4,4,4,3,3,8304.555807766437,9874.32036431378,5368.23169723542,4526.959118058755,5317.060190468081,3221.0357059788894,14772.645471669091,3679,2759,9866,1658,41,0,2504,1136,427,534,1516,4.0,347.0,12325.0,36,26,351.0,34.0,443.0,40.0,34.0266235144,-95.5521803129,Food Deserts
Oklahoma,Comanche,124098,44982,20.590624999999974,49475.0625,6,13,6,5,39320.074282288006,63353.07828317432,37092.844836799435,17541.218220743594,29235.11953316472,16884.35402752695,99693.64651434688,31134,12702,79996,21669,2777,686,7266,11704,13896,3174,7150,5.5,1563.0,8856.0,35,20,1877.0,943.0,2110.0,21.0,34.6621223951,-98.4716796499,Food Deserts
Oklahoma,Dewey,4810,1944,13.7,60022.0,0,0,0,0,4809.99999895245,4809.99999895245,3344.59384859197,1726.3959149151972,1726.3959149151972,1208.288229074798,4809.99999895245,1221,958,4285,16,33,0,277,199,231,85,71,4.1,91.0,13096.0,36,18,121.0,3.0,88.0,18.0,35.9876527999,-99.0079245072,Food Deserts
Oklahoma,Ellis,4151,1782,14.55,64875.0,0,0,0,0,4132.15332858141,4132.15332858141,3283.70269515296,1585.7520319435819,1585.7520319435819,1331.747835600494,4151.00000364015,1031,792,3920,11,8,0,67,145,251,31,114,4.7,84.0,12115.0,31,18,74.0,6.0,94.0,17.0,36.2183807861,-99.754618136,Food Deserts
Oklahoma,Haskell,12769,5044,18.24999999999995,46224.0,0,0,0,0,4845.309743570128,4845.309743570128,0.0,2261.3774341369212,2261.3774341369212,0.0,10873.078357268387,3252,2242,9560,56,68,2,2029,1054,426,312,921,5.5,227.0,10960.0,39,22,317.0,18.0,344.0,28.0,35.2247812957,-95.1166498604,Food Deserts
Oklahoma,Kiowa,9446,3978,23.699999999999967,47681.33333333334,2,3,0,0,5091.657189549764,6050.99503904103,836.7326267329172,2524.397151191834,2885.022397134102,357.4078446837919,6698.41598772875,2207,1734,7573,401,30,3,622,817,832,223,851,5.3,211.0,12863.0,31,21,235.0,20.0,190.0,29.0,34.9163840445,-98.9809214634,Food Deserts
Oklahoma,Pittsburg,45837,18012,18.62307692307689,55672.61538461538,4,5,2,2,17932.71334241834,24178.9950945462,9789.19689374664,6913.214795580886,10177.302161334275,3396.310592269935,42848.69141709538,10120,8036,33745,1525,189,20,6310,4048,1786,1201,2967,5.5,881.0,10786.0,32,20,846.0,92.0,969.0,23.0,34.9238618899,-95.7484141356,Food Deserts
Oklahoma,Texas,20640,7212,12.659999999999961,57719.4,0,0,0,0,8226.563103928871,12920.22128666942,2382.156747609581,3219.670036848101,5298.285270722748,1096.4665587616207,15393.59863062116,5940,2115,15617,336,325,34,269,4059,8659,191,729,5.4,216.0,7189.0,33,23,220.0,41.0,308.0,16.0,36.7479021665,-101.490100072,Food Deserts
Oregon,Lake,7895,3378,17.8,43229.5,1,1,1,1,3199.900137919765,3199.900137919765,2708.5983278185777,1637.0347096944959,1637.0347096944959,1401.4301606448514,6443.417089742211,1525,1612,7130,39,53,5,165,503,545,194,763,5.0,110.0,7740.0,28,17,155.0,,271.0,26.0,42.7934613757,-120.38733759,Food Deserts
Oregon,Wheeler,1441,651,18.3,49417.0,1,1,1,1,1440.9999976127099,1440.9999976127099,866.512324920955,543.051693409157,543.051693409157,345.658845910023,1440.9999976127099,259,420,1332,0,8,2,18,81,62,15,106,3.0,,,27,16,40.0,5.0,37.0,44.0,44.7261188782,-120.02756623,Food Deserts
South Carolina,Allendale,10419,3706,29.299999999999933,35677.666666666664,0,0,0,2,243.4733413934736,243.4733413934736,0.0,142.89801898247367,142.89801898247367,0.0,9128.25504613623,2326,1375,2465,7672,41,2,20,219,239,547,1022,5.0,193.0,11430.0,41,28,177.0,45.0,316.0,51.0,32.9881100057,-81.3582013406,Food Deserts
South Carolina,Bamberg,15987,6048,28.299999999999947,42124.5,1,1,1,2,4061.3720143815112,5535.59985883888,3573.2595781014293,2199.306627083057,3050.6109736181165,2007.73400345784,14793.091583613279,3573,2565,5770,9837,68,3,42,267,258,580,1351,5.3,259.0,9768.0,40,24,271.0,88.0,576.0,44.0,33.214771,-81.0542337736,Food Deserts
