State,County,POP2010,OHU2010,PovertyRate,MedianFamilyIncome,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Food Environment Index,# Deaths,Years of Potential Life Lost Rate,% Obese,% Fair/Poor,# Diabetics,# Violent Crimes,# Unemployed,% Children in Poverty,Latitude,Longitude
Pennsylvania,Beaver,170539,71383,13.450980392156836,62311.66666666666,15,17,15,12,65959.28851650612,97378.7127394618,65959.28851650612,21063.52695556425,31716.358413033286,21063.52695556425,145739.02597474126,34878,31660,155561,10676,724,40,181,3357,1998,6497,9716,6.9,2343.0,7623.0,30,13,968.0,492.0,5041.0,20.0,40.6822625859,-80.3492877814
Pennsylvania,Bedford,49762,20233,13.427272727272694,54647.454545454544,1,1,1,1,8731.07682048627,12242.487652492237,6521.418088138695,2917.1367496941903,4157.610058916659,2076.7984643238915,45093.5627540471,10739,9476,48782,238,101,14,75,552,450,1359,2868,8.0,656.0,7742.0,34,14,571.0,83.0,1420.0,19.0,40.0065552677,-78.4903171166
Pennsylvania,Berks,411442,154356,17.011111111111102,62293.544444444444,1,7,1,3,71305.85460553801,155051.34619289625,71305.85460553801,14301.685614525488,36065.45331881512,14301.685614525488,267179.2382694304,98136,59558,342148,20143,5385,128,1285,42353,67355,14289,20906,8.5,4199.0,6173.0,32,15,4411.0,1317.0,10151.0,20.0,40.4162956557,-75.9259989042
Pennsylvania,Blair,127089,52159,15.511764705882332,54523.882352941175,7,11,7,9,31251.86571914406,63387.881421882805,31251.86571914406,11293.17770132667,24272.52733066468,11293.17770132667,100551.50394598924,26878,22527,122238,2129,706,29,143,1844,1230,4737,8038,7.7,1735.0,7383.0,33,14,1354.0,294.0,3053.0,23.0,40.4809952692,-78.3486041534
Pennsylvania,Bradford,62622,25321,13.44285714285712,57977.357142857145,1,2,1,2,8717.366740388563,13785.173391679651,6403.135814965634,3159.056786260618,5296.453791022895,2350.976699540937,54365.69769782823,14238,11152,61035,311,339,7,154,776,702,1447,2594,8.0,823.0,7429.0,33,14,1051.0,106.0,1800.0,20.0,41.7886677146,-76.5154525457
Pennsylvania,Bucks,625249,234849,6.136363636363625,96206.74825174826,7,15,7,3,193366.7536612337,410635.1107640291,193366.7536612337,25969.963708477728,64572.298685797774,25969.963708477728,484433.8049918758,143514,91219,557647,22376,24008,174,1232,19812,26782,9999,11769,8.6,6259.0,5643.0,26,11,6544.0,630.0,15289.0,8.0,40.3369482878,-75.1068734265
Pennsylvania,Butler,183862,72835,9.929545454545446,75021.84090909091,0,5,0,3,39357.09778763043,73214.63935310049,39315.415298522596,5072.984158858042,13102.549220585666,5060.027044305487,157267.5015477119,41266,27853,177605,2021,1838,50,194,2154,1941,4489,6472,8.4,2019.0,5948.0,29,11,1285.0,185.0,4468.0,11.0,40.9118486723,-79.9132708157
Pennsylvania,Cambria,143679,58950,17.107142857142833,53327.761904761916,5,13,5,8,34705.402555067165,65666.52593801495,34705.402555067165,11685.773955399434,24744.446807854907,11685.773955399434,118088.06786438187,28235,27071,135206,5222,729,29,147,2346,2006,5962,9444,7.4,2039.0,8397.0,29,14,991.0,276.0,3981.0,22.0,40.495294012,-78.7137032852
Pennsylvania,Cameron,5085,2273,14.09999999999995,51018.0,0,1,0,1,383.9852781385248,1457.3699342362852,35.9807320404797,141.45749406083482,621.804565160861,15.331790805095801,4034.66390596324,985,1086,5000,13,14,0,13,45,19,205,363,7.9,65.0,4704.0,28,14,109.0,7.0,158.0,22.0,41.4368044101,-78.2037773985
Pennsylvania,Carbon,65249,26684,11.283333333333326,57389.66666666666,1,2,1,3,3246.752097037787,9650.41156923474,3246.752097037787,1126.8932559439224,3380.750631385175,1126.8932559439224,52774.72880315807,13540,11644,62519,976,311,27,123,1293,2145,2169,2716,8.2,970.0,7946.0,35,13,1230.0,154.0,1848.0,19.0,40.9181829168,-75.7088216052
Pennsylvania,Centre,153990,57573,21.34838709677417,66892.87096774194,2,7,2,5,26792.44529161844,57260.97745507937,24517.287249829107,5634.838686487369,16132.136463953198,5015.96622765058,117303.5475725445,24512,17366,137625,4638,7986,48,191,3502,3690,5932,3581,7.7,943.0,4126.0,27,13,940.0,142.0,2969.0,12.0,40.9193457751,-77.8199601615
Pennsylvania,Chester,498886,182900,7.725862068965515,106268.47413793103,7,13,7,8,238624.87313654594,351455.7543578107,238624.87313654594,36366.38300949663,58525.06177585637,36366.38300949663,421451.9229551925,124055,63875,426707,30623,19296,161,862,21237,32503,9279,7620,8.5,4082.0,4616.0,23,12,5062.0,729.0,10198.0,7.0,39.9731414157,-75.7484542227
Pennsylvania,Clarion,39988,16128,17.95999999999998,56559.9,2,2,2,3,4208.682333114366,8844.502148400228,4175.808496821248,1903.391175253951,4562.942498608662,1892.8398937934478,35768.870692015946,7755,6566,38873,484,191,8,58,374,245,1339,2291,7.8,499.0,7448.0,34,15,484.0,59.0,1040.0,21.0,41.1923895368,-79.4209635408
Pennsylvania,Clearfield,81642,32288,15.069999999999972,52676.05,4,6,2,5,15683.261575733286,26444.827473271358,12930.553859347392,5120.6434276196305,9086.08430295245,4021.6845659683468,68316.63727364107,16296,14258,77912,1862,389,16,86,1377,1907,2510,5116,7.7,1069.0,6693.0,37,14,1056.0,224.0,2343.0,26.0,41.0001918546,-78.4741251099
Pennsylvania,Clinton,39238,15151,17.155555555555544,55858.11111111112,0,2,0,2,4845.755727570594,9221.975284687616,3231.502549435568,1595.2595415819535,3488.879840653421,959.0013799495223,31286.627937241803,8117,6350,37860,625,200,15,34,504,437,1299,2225,7.4,489.0,6894.0,32,14,403.0,51.0,1259.0,22.0,41.2340543656,-77.638105834
Pennsylvania,Columbia,67295,26479,15.793333333333326,60102.2,0,4,0,3,5535.647128434712,17610.66556476681,5473.2876417616835,1541.8393345196812,7608.692157615632,1523.2225461901246,50712.80886339329,12556,10811,64227,1246,563,15,87,1157,1349,1921,2587,7.9,768.0,6415.0,38,15,803.0,107.0,1856.0,19.0,41.0486534578,-76.4051500765
Pennsylvania,Crawford,88765,35028,15.669565217391277,53496.52173913043,3,6,2,6,13158.301187347919,23175.90203460644,11039.525633229287,3875.2141064043158,8718.284182207883,2987.0864167498053,78612.58990049097,19911,14712,85448,1547,403,19,162,1186,823,3182,5474,7.9,1177.0,7275.0,35,15,1303.0,77.0,2075.0,24.0,41.6846965026,-80.1062776173
Pennsylvania,Cumberland,235406,93943,9.583673469387746,71337.79591836735,4,9,4,5,63286.766478553625,134796.59295831245,63286.766478553625,12668.181547886565,29543.9804752612,12668.181547886565,187265.08915993173,48712,36745,213934,7527,7072,65,363,6445,6448,5887,6521,8.4,2335.0,5348.0,28,12,2437.0,206.0,4949.0,10.0,40.1636345517,-77.2655238393
Pennsylvania,Dauphin,268100,110435,15.227692307692294,65934.0,8,21,8,15,101019.98309114984,179891.20691253513,101019.98309114984,23409.19848779017,50537.358114079056,23409.19848779017,208037.66258411566,62215,36841,194910,48386,8580,78,578,15568,18795,11270,13176,6.8,3085.0,6727.0,33,14,2093.0,1179.0,6353.0,23.0,40.4154405354,-76.7794746983
Pennsylvania,Delaware,558979,208700,11.652777777777764,83407.97916666669,5,31,5,15,92979.08751757843,309434.9307974549,92979.08751757843,14276.231758656246,61154.589095314426,14276.231758656246,312726.93173517496,130412,79726,405233,110260,26277,145,874,16190,16537,23238,21012,7.7,6241.0,7083.0,24,13,5566.0,2663.0,13828.0,14.0,39.9168074106,-75.3988998092
Pennsylvania,Elk,31946,13693,10.911111111111099,57326.444444444445,0,0,0,0,5515.986094474447,11536.513682590796,5162.313762327771,1563.3015196566394,3214.369866161442,1434.2201442954447,26695.58701642552,6651,6066,31469,89,96,6,34,252,183,951,1488,8.4,419.0,7833.0,29,12,577.0,27.0,784.0,14.0,41.4252272843,-78.6490862597
Pennsylvania,Erie,280566,110413,19.048611111111104,53013.61111111112,12,30,12,23,76992.09286422818,167354.39154861757,76784.21573129372,25314.96592889253,62681.13092971369,25260.43590897959,227970.21458448825,63808,40824,247569,20155,3077,90,566,9109,9518,12542,18841,7.2,3516.0,7401.0,31,15,2552.0,675.0,7185.0,26.0,42.1174762417,-80.0981063578
Pennsylvania,Fayette,136606,55997,19.249999999999968,50209.02777777778,12,16,11,17,24535.137410695414,50793.34872522119,23403.42339960308,9801.70504762018,22103.392598104332,9295.110563564922,122468.1150831798,27680,24580,127418,6325,405,24,184,2250,1049,4861,10815,7.0,2154.0,8421.0,39,16,1228.0,279.0,4238.0,31.0,39.9198995806,-79.6473693491
Pennsylvania,Forest,7716,2511,15.699999999999967,45727.66666666666,0,0,0,0,105.4152028662438,105.4152028662438,0.0,40.58555240603546,40.58555240603546,0.0,6800.26380097443,957,1418,5937,1389,12,1,13,364,418,106,285,7.7,119.0,6349.0,32,16,117.0,29.0,145.0,46.0,41.5130724363,-79.2360118434
Pennsylvania,Franklin,149618,58389,12.351851851851835,60478.851851851854,2,7,2,3,34397.682082288986,59417.06564855704,32369.4198186789,9414.645747334642,18530.63746904737,8557.025034252154,127245.62840137196,35740,24679,137674,4700,1310,29,302,5603,6438,3116,5479,8.0,1619.0,5880.0,32,14,2469.0,224.0,3723.0,15.0,39.9274146651,-77.7212449251
Pennsylvania,Fulton,14845,6014,11.5,58250.0,0,0,0,0,1650.6902308699678,1650.6902308699678,0.0,644.2349254363518,644.2349254363518,0.0,13392.180629867042,3431,2544,14450,151,19,1,28,196,123,346,766,8.0,198.0,8399.0,32,13,300.0,28.0,447.0,19.0,39.925343626,-78.1126836616
Pennsylvania,Greene,38686,14724,13.744444444444433,60142.555555555555,0,1,0,0,8480.036139979491,10717.994033766667,5096.80466734913,3271.1601093071727,4012.5072737531395,2014.54519167022,33135.77445647353,7680,5931,36584,1282,113,7,67,633,465,1144,2292,7.6,542.0,7750.0,33,13,420.0,80.0,1058.0,22.0,39.8537998099,-80.2228738585
Pennsylvania,Huntingdon,45913,17280,13.949999999999983,53571.08333333334,0,1,0,2,922.4659215516181,4017.9650098486895,346.90319646522397,290.25972167874244,1579.7104620077316,81.061575806234,38710.33838185476,9244,7458,42470,2392,184,2,41,824,727,1313,2650,8.0,542.0,6277.0,29,15,619.0,79.0,1338.0,21.0,40.4169344997,-77.9812075394
Pennsylvania,Indiana,88880,35005,19.31304347826085,56777.52173913043,3,3,3,4,17122.588221230344,24312.643856126644,16571.944188115103,7243.122963996293,11480.312909041108,6981.548530141722,79367.47734555553,16846,13944,84360,2434,774,10,124,1178,947,2970,3901,7.7,1004.0,7478.0,37,15,516.0,281.0,2561.0,22.0,40.6520516443,-79.0875470867
Pennsylvania,Jefferson,45200,18561,15.5307692307692,53171.84615384616,0,3,0,4,3580.089532112179,9629.821391912112,3226.719825424837,1214.718430256655,3762.7540598848695,1062.1096571881965,35887.59428594652,9757,8255,44446,157,92,3,86,416,275,1636,2688,8.1,612.0,7917.0,32,14,604.0,62.0,1241.0,22.0,41.1281451272,-78.9994214565
Pennsylvania,Juniata,24636,9476,12.68,55801.4,1,1,0,0,1561.0684254290697,1561.0684254290697,0.0,655.8477918731793,655.8477918731793,0.0,24559.99268570461,5913,4134,23845,151,85,3,31,521,623,673,854,7.9,290.0,7253.0,35,14,271.0,20.0,574.0,19.0,40.5310649083,-77.4021626656
Pennsylvania,Lackawanna,214437,87226,15.74406779661014,59079.20338983051,3,22,3,14,31504.2236621574,114516.68010286431,30429.927348959434,9498.6550287729,43128.49465569337,9267.82155872234,153849.02318812333,43947,37895,197296,5423,3644,55,330,7689,10682,8950,11497,7.9,3040.0,7860.0,31,14,2823.0,440.0,6035.0,22.0,41.4367863214,-75.6091956535
Pennsylvania,Lancaster,519445,193602,11.567346938775493,66830.13265306123,2,11,2,5,98701.14173578199,232134.47673867087,98701.14173578199,20783.94094507547,60073.27322945084,20783.94094507547,401538.8278769027,129015,77780,460171,19035,9860,164,1195,29020,44930,18465,18074,8.2,4920.0,5750.0,29,14,5052.0,887.0,10997.0,16.0,40.0424384345,-76.2477042693
Pennsylvania,Lawrence,91108,37126,16.896428571428547,52901.107142857145,10,11,10,7,26953.737602072877,44972.818951169866,26953.737602072877,11478.09348506882,17640.437101569732,11478.09348506882,81261.95989918652,19352,17128,85484,3501,370,10,74,1669,931,3331,6263,6.9,1256.0,7746.0,34,13,749.0,312.0,2589.0,27.0,40.9912143554,-80.3347070702
Pennsylvania,Lebanon,133568,52258,10.990322580645149,64101.6129032258,0,5,0,4,23668.5573053298,55699.999389984056,23668.5573053298,4593.5566660274435,15141.859321493956,4593.5566660274435,96535.5967644987,30765,22729,121566,2885,1533,36,250,7298,12410,3904,5449,8.5,1473.0,6258.0,30,14,1441.0,247.0,3071.0,17.0,40.3672314599,-76.4577127611
Pennsylvania,Lehigh,349497,133983,14.415789473684196,67161.09210526316,4,12,4,10,94904.22032261887,206472.0162786107,94904.22032261887,17037.439954145804,54772.984252889255,17037.439954145804,243255.17601026906,82680,51604,276286,21440,10247,126,1279,40119,65615,13734,16203,8.3,3646.0,6246.0,30,17,4101.0,861.0,9583.0,19.0,40.6127008036,-75.5923694841
Pennsylvania,Luzerne,320918,131932,16.798076923076902,56589.13461538463,5,30,5,13,62086.14462815888,155590.16024507087,62086.14462815888,17973.387337343233,54428.881629312455,17973.387337343233,222770.76967598707,64800,57595,290943,10767,3135,57,558,15458,21491,13900,20727,7.6,4641.0,8026.0,29,15,4536.0,855.0,9952.0,24.0,41.177009812,-75.9890260819
Pennsylvania,Lycoming,116111,46700,16.620689655172402,56139.51724137932,4,7,3,4,21505.71572048432,49123.43951510431,18251.318619217403,7515.999972210458,19241.910472880358,6402.496827573854,93073.34674224338,24212,19112,107573,5203,671,25,217,2422,1559,4077,5805,7.4,1437.0,6993.0,32,13,1540.0,220.0,3574.0,23.0,41.3433818683,-77.0645062464
Pennsylvania,McKean,43450,17183,17.099999999999984,51369.83333333334,0,3,0,4,1207.1256396049444,7304.065917856809,960.8045124498307,359.5236770612426,3251.746008055908,292.623544322448,34736.73591983237,9149,7381,41661,1046,193,3,100,447,757,1517,2647,8.1,592.0,7339.0,32,14,699.0,122.0,1119.0,26.0,41.8077476122,-78.5690251336
Pennsylvania,Mercer,116638,46442,15.776666666666653,53193.06666666666,4,10,4,10,17363.57425029421,39899.36436367482,17363.57425029421,7424.837177165441,16969.363106131303,7424.837177165441,101405.54301817883,25229,21556,106890,6726,728,16,156,2122,1248,4410,7075,7.7,1511.0,7812.0,32,14,1158.0,266.0,2815.0,24.0,41.3021937169,-80.2577062656
Pennsylvania,Mifflin,46682,18743,16.949999999999974,47839.33333333334,2,6,2,5,6587.689153949387,15679.983855348984,6443.701508360454,2400.3452583168882,6366.4605444516355,2367.3178477693177,38912.83990923018,10784,8643,45531,300,168,7,52,624,534,1863,3284,7.9,594.0,7281.0,32,15,577.0,72.0,1170.0,26.0,40.610413019,-77.6170419931
Pennsylvania,Monroe,169842,61091,12.663636363636346,65089.81818181818,1,4,1,2,40685.80506694547,54425.166413361374,40685.80506694547,12767.378834160627,17188.629607422412,12767.378834160627,154286.81418138198,40574,21701,131162,22348,3484,79,572,12197,22288,2986,6723,7.7,1953.0,6772.0,29,17,2597.0,549.0,5046.0,18.0,41.0580656247,-75.3395154572
Pennsylvania,Montgomery,799874,307750,6.970142180094778,102100.35071090047,2,13,2,6,246821.33827128157,556335.5337058611,246821.33827128157,31444.612467775234,82557.53089197437,31444.612467775234,574412.0618551845,183499,120727,649021,69351,51565,296,1174,28467,34233,19007,15852,8.5,7241.0,5041.0,25,12,7856.0,1322.0,17770.0,8.0,40.2108261137,-75.3672936402
Pennsylvania,Montour,18267,7393,10.774999999999975,65881.75,0,1,0,0,3215.397884775123,5167.954127085711,3215.397884775123,754.3470749518849,1245.075442191762,754.3470749518849,14564.954141389053,3874,3395,17408,256,326,2,16,259,324,637,674,8.2,226.0,7382.0,33,13,182.0,59.0,384.0,15.0,41.0279212756,-76.6585617307
Pennsylvania,Northampton,297735,113565,10.898529411764686,72205.32352941176,5,15,5,9,74792.858962208,181911.80748671183,74792.858962208,14523.857801629405,47705.27595847032,14523.857801629405,230890.64531956144,65177,46606,256895,14986,7203,98,609,17944,31179,9063,11269,8.3,3011.0,5640.0,29,14,4006.0,519.0,8010.0,13.0,40.7541667046,-75.3075869515
Pennsylvania,Northumberland,94528,39242,15.424999999999981,51625.66666666666,2,4,2,2,6331.59083664534,17785.90490781028,6331.59083664534,2192.570190232842,7554.267909341468,2192.570190232842,65618.61131631258,19443,17516,90156,1921,332,13,146,1960,2253,4028,4814,7.8,1339.0,7327.0,35,14,1365.0,212.0,2572.0,20.0,40.851990777,-76.7093216245
Pennsylvania,Perry,45969,17903,9.899999999999988,66066.9,1,1,0,2,2982.499956250907,2982.499956250907,0.0,1204.0770747208098,1204.0770747208098,0.0,42963.3064300923,10706,6294,44779,296,164,19,72,639,588,884,1580,8.4,608.0,7312.0,33,12,481.0,94.0,1046.0,14.0,40.3984096201,-77.2622958162
Pennsylvania,Philadelphia,1526006,599736,26.033593749999966,54886.29427083334,6,112,6,84,18760.347814826164,340287.36697935377,18760.347814826164,7273.957755039508,144730.90283263038,7273.957755039508,340287.36697935377,343837,185309,626221,661839,96405,744,6996,133801,187611,190161,142631,6.4,21638.0,9521.0,30,19,11721.0,16964.0,47914.0,38.0,40.0076360466,-75.1339446794
Pennsylvania,Pike,57369,21925,9.216666666666663,68723.38888888889,0,0,0,1,7479.221549130184,9061.952400360304,6824.960515152571,1398.4825714299316,1798.2982296013952,1191.040527052256,54007.677803491315,13358,9303,50856,3322,597,16,176,2402,5173,1050,2052,8.6,653.0,5786.0,29,13,1234.0,75.0,1586.0,17.0,41.3319875239,-75.0338289783
Pennsylvania,Potter,17457,7227,14.47999999999998,53459.0,1,1,0,1,3109.5377374889313,3109.5377374889313,0.0,1166.1006041027072,1166.1006041027072,0.0,14285.933593258591,3901,3403,17128,67,45,1,45,171,181,440,812,7.4,251.0,6539.0,32,14,287.0,26.0,503.0,24.0,41.7449210564,-77.895814073
Pennsylvania,Schuylkill,148289,60192,13.882499999999983,56116.775,2,11,2,3,12736.201650186611,41170.89404586924,12736.201650186611,3284.6991458057314,14767.289201394296,3284.6991458057314,106492.31886632506,29738,26828,140013,3967,710,26,212,3361,4080,5572,8199,8.1,2275.0,9351.0,35,14,2181.0,264.0,4166.0,19.0,40.7058005707,-76.2159548592
Pennsylvania,Snyder,39702,14750,12.399999999999988,52367.875,1,3,0,2,2117.1043253171315,5208.645591571272,813.3041351810091,929.1128115713924,2087.4346203207374,355.173346790018,34062.165354076125,8894,6144,38476,428,214,6,53,525,657,955,1511,8.4,435.0,6264.0,33,13,503.0,88.0,911.0,18.0,40.7698402428,-77.0701686698
Pennsylvania,Somerset,77742,31090,13.480952380952369,54489.09523809524,3,4,2,5,13093.753720132254,17057.709466191875,11463.8270477196,4717.3466774569315,6078.050671739213,4134.658980841252,71765.95266969845,15131,14431,74603,1863,239,17,86,934,840,2094,3790,7.7,1098.0,7453.0,38,13,642.0,88.0,2286.0,22.0,39.9724398254,-79.0282722626
Pennsylvania,Sullivan,6428,2777,14.5,53312.5,1,1,0,0,1986.872404430409,1986.872404430409,0.0,716.028118015599,716.028118015599,0.0,5852.692852469289,1026,1557,6163,168,20,0,26,51,92,121,254,7.0,126.0,10559.0,31,14,116.0,10.0,182.0,21.0,41.4461591184,-76.5121412893
Pennsylvania,Susquehanna,43356,17798,13.118181818181784,59047.545454545456,3,3,3,1,4207.671688325921,7546.816727534792,3574.7829326338187,1663.707550089426,3167.937572924237,1438.984256440418,38845.49622700432,9167,7845,42510,156,123,12,57,498,564,896,1559,8.4,591.0,8907.0,30,13,745.0,47.0,1161.0,20.0,41.8213257512,-75.8006828963
Pennsylvania,Tioga,41981,16727,15.039999999999981,55595.7,2,2,1,1,6446.50742675561,6960.574783941111,5340.07911169577,2664.7743870092904,2889.912624881351,2263.88357099113,37286.61221785532,8590,7562,40852,333,183,4,91,518,437,871,1817,8.1,543.0,6928.0,30,15,708.0,49.0,1290.0,19.0,41.7721614458,-77.2542641766
Pennsylvania,Union,44947,14765,10.84,40634.1,2,2,2,3,12183.053547318072,15621.828291184713,11871.01394816296,6593.145332296341,8069.018221362098,6462.666957691613,42119.81320910392,8310,6654,39414,3324,522,24,159,1504,2346,918,1641,7.4,354.0,4613.0,28,14,366.0,35.0,835.0,14.0,40.9629715402,-77.0622692252
Pennsylvania,Venango,54984,22621,17.568749999999948,51051.5,2,6,2,1,1858.6626925596704,9329.045871221811,1646.8400307225525,631.9121281551875,4336.917161685265,555.0691157706302,45051.798317452216,11832,9884,53390,571,197,11,85,730,478,1723,3462,8.0,795.0,7007.0,35,14,767.0,61.0,1408.0,23.0,41.4009690752,-79.7579455969
Pennsylvania,Warren,41815,17767,12.8153846153846,56964.61538461537,1,2,0,1,4514.941046402297,9031.081848061978,2364.802996528043,1807.2648875500809,3329.6349186606813,955.948087732652,33731.219432307174,8718,7840,41031,149,157,12,80,386,305,1251,2215,8.0,588.0,6440.0,34,13,710.0,92.0,969.0,23.0,41.8145746206,-79.2741433707
Pennsylvania,Washington,207820,85089,12.93220338983049,67578.77966101695,7,11,7,8,58202.58661481282,102663.64659241107,57723.74260052149,15517.616011844637,28296.28838912713,15387.939067078149,179740.72627389643,42684,36366,195657,6757,1327,31,251,3797,2366,6301,9222,7.9,2848.0,6803.0,28,13,1228.0,380.0,5754.0,14.0,40.1894007554,-80.248244362
Pennsylvania,Wayne,52822,20625,12.807142857142837,58726.714285714275,1,1,1,2,1049.7223412679534,2600.1294753419697,618.2801387072541,553.566026650029,1579.6980641005805,401.11672283289903,48659.08032553107,10042,10028,49759,1644,255,4,101,1059,1816,999,2200,8.3,781.0,6589.0,33,14,899.0,61.0,1261.0,21.0,41.6487307494,-75.3032577124
Pennsylvania,Westmoreland,365169,153650,12.162999999999974,63698.86,12,25,12,16,116069.54432642153,191176.7117618816,115624.74387106574,27559.062650041422,50331.84262382222,27394.069746728463,305005.8418443236,72611,68877,348182,8562,2704,62,351,5308,3179,11804,17349,7.8,4802.0,6959.0,30,13,2029.0,604.0,9587.0,16.0,40.31072723,-79.4669607014
Pennsylvania,Wyoming,28276,11237,11.514285714285714,63385.285714285725,0,0,0,0,28.5246941744735,28.5246941744735,0.0,8.84882381669772,8.84882381669772,0.0,25142.59444970499,6149,4528,27545,208,95,3,54,371,437,518,1140,8.5,401.0,7581.0,33,13,418.0,38.0,839.0,18.0,41.5183294763,-76.0165514362
Pennsylvania,York,434972,168372,12.844444444444434,67288.21111111113,1,16,1,9,127172.68188645727,240405.2257523629,127172.68188645727,23327.690819447515,57657.00938670209,23327.690819447515,347155.119770109,102014,61057,385135,24344,5407,123,942,19021,24397,10646,16743,8.2,4679.0,6088.0,33,13,5239.0,995.0,10718.0,15.0,39.9199582772,-76.7265140685
Rhode Island,Bristol,49875,19150,7.009090909090902,96200.09090909091,2,2,2,2,27936.66539277284,44030.929903396594,27936.66539277284,6214.076697223292,8472.374506482252,6214.076697223292,44030.929903396594,10160,8343,47752,398,716,3,80,926,989,1324,1666,7.4,421.0,4260.0,23,11,408.0,34.0,1338.0,10.0,41.7055177405,-71.2860712513
Rhode Island,Kent,166158,68645,8.417948717948715,80733.61538461539,0,2,0,1,50061.042215770765,111743.89882751188,50061.042215770765,9397.38170538157,24426.10065383791,9397.38170538157,124065.94553806819,34254,26069,155219,2405,3378,39,437,4680,5309,4314,7717,7.8,1929.0,6196.0,29,14,1616.0,199.0,5030.0,13.0,41.6733545588,-71.5790218623
Rhode Island,Newport,82888,34911,9.563636363636355,87595.13636363638,0,1,0,1,27996.39498260901,53052.209402133514,27996.39498260901,4263.045444355469,9813.747580190904,4263.045444355469,61521.209417151484,16426,14063,74729,2864,1288,63,315,3629,3512,2640,2857,7.7,840.0,4854.0,23,12,965.0,150.0,2282.0,14.0,41.499810931,-71.2809786997
Rhode Island,Providence,626667,241717,19.16099290780139,64160.021276595755,6,49,6,32,104176.42656138587,336067.990427678,104176.42656138587,20984.118847011305,109640.08732894988,20984.118847011305,373825.8873371274,137625,84389,460033,53040,23006,420,4123,86045,117819,29400,47942,7.3,6253.0,6070.0,28,17,5174.0,2082.0,20660.0,26.0,41.8713684138,-71.578520179
Rhode Island,Washington,126979,49177,10.241379310344813,92398.10344827586,3,3,3,0,40168.554751614596,64512.18937503085,39117.554746557056,10757.09572652328,16561.659005260164,10609.960974185955,110061.05547658217,25491,19017,119136,1482,2069,29,1103,3160,3026,2525,3666,7.7,1209.0,5246.0,24,10,1235.0,97.0,3814.0,11.0,41.3964956116,-71.6196574376
South Carolina,Abbeville,25417,9990,22.25,47832.16666666666,1,1,1,2,2670.9780264397737,4810.801136114204,2653.3883639065198,1022.1692422055536,2292.3221269385635,1011.9025737228699,22908.39905322816,5787,4203,17691,7187,75,5,60,399,255,708,1663,5.9,383.0,9052.0,35,18,376.0,97.0,717.0,26.0,34.2226067095,-82.4591641694
South Carolina,Aiken,160099,64253,18.11818181818178,55409.545454545456,5,7,4,11,39829.806585358114,72955.65143980378,37564.74096336777,10856.855388120026,23877.38425599952,9951.746575758369,138877.54374976485,36828,24619,111457,39354,1329,61,682,7216,7824,4191,9926,7.3,2406.0,8708.0,32,17,2567.0,567.0,4354.0,27.0,33.544295273,-81.6346948405
South Carolina,Allendale,10419,3706,29.299999999999933,35677.666666666664,0,0,0,2,243.4733413934736,243.4733413934736,0.0,142.89801898247367,142.89801898247367,0.0,9128.25504613623,2326,1375,2465,7672,41,2,20,219,239,547,1022,5.0,193.0,11430.0,41,28,177.0,45.0,316.0,51.0,32.9881100057,-81.3582013406
South Carolina,Anderson,187126,73829,18.25128205128202,52587.256410256414,8,11,8,9,66233.66089861844,95171.48998693793,66100.90985819702,23633.332980601866,36550.28250486567,23572.52221895014,167028.06495852242,44825,28329,149818,30020,1405,43,478,5362,5447,4555,11597,7.0,2909.0,9006.0,34,16,2815.0,1116.0,4755.0,25.0,34.5192808123,-82.6377509574
South Carolina,Bamberg,15987,6048,28.299999999999947,42124.5,1,1,1,2,4061.3720143815112,5535.59985883888,3573.2595781014293,2199.306627083057,3050.6109736181165,2007.73400345784,14793.091583613279,3573,2565,5770,9837,68,3,42,267,258,580,1351,5.3,259.0,9768.0,40,24,271.0,88.0,576.0,44.0,33.214771,-81.0542337736
South Carolina,Barnwell,22621,8937,24.183333333333284,34956.833333333336,0,0,0,5,6.933946204837411,6.933946204837411,0.0,3.1454125603195204,3.1454125603195204,0.0,19081.45560221594,5798,3173,11899,10015,126,5,85,491,411,921,1649,6.4,448.0,11759.0,37,21,386.0,172.0,755.0,38.0,33.2660636336,-81.4350227718
South Carolina,Beaufort,162233,64945,11.778048780487792,67555.9756097561,9,11,8,7,76128.28936850508,112471.84404047187,74228.47924149568,24294.477587558198,35603.664639976145,23111.237432766684,143066.02176891762,34348,33032,116606,31290,1889,119,481,11848,19567,3334,5894,7.6,1775.0,5709.0,22,13,3034.0,876.0,3877.0,21.0,32.3570482149,-80.6921989253
South Carolina,Berkeley,177843,65419,14.119999999999981,58204.86666666668,10,15,7,5,52626.599755053234,100131.2760934744,44973.205581955495,19233.362664085747,34491.50378100298,15842.704278121264,152892.7933538591,44962,17794,118232,44514,4046,184,1067,9800,10755,2976,9070,7.3,2225.0,7519.0,35,15,2392.0,644.0,5082.0,19.0,33.1973239343,-79.952159639
